index,linkPoster,name,role,time,content,content_img,react_list,comment
372,No link,Người tham gia ẩn danh,Thành viên,12 tháng 10,"làm sao để có bồ v , đẹp gái mà k ai iu buồn quá",No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '3', 'Wow': 0, 'Buồn': '2', 'Phẫn nộ': 0}","[{'name': 'Công Sơn', 'content': 'Đẹp thôi ch đủ'}, {'name': 'Vạn Lý Du', 'content': 'khó vậy cũng làm được'}, {'name': 'Ngo Tommy', 'content': ''}]"
373,No link,Người tham gia ẩn danh,Thành viên,12 tháng 10,cho em hỏi mình được sử dụng laptop ghi bài k ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
374,No link,Người tham gia ẩn danh,Thành viên,11 tháng 10,"mọi ng ơi cho em hỏi xét theo khối là lấy điểm 3 môn của khối thôi hay sao ạ
vd: lấy điểm 3 môn toán, hóa, sinh khối B00 để xét tuyển ngành chọn hay sao ấy",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
375,No link,Người tham gia ẩn danh,Thành viên,11 tháng 10,Cho mình hỏi MN biết ai luyện thi B1 ổn không,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thúy Anh Ngữ Iris', 'content': 'Hiện tại tiếng anh của em như thế nào rồi. Em tham khảo khóa học Tiếng Anh ở IRIS ENGLISH thử nhé. Khóa học bên trung tâm dạy từ gốc lên b1 cho em, và còn cam kết đầu ra cho mình nữa aqs. Đặc biệt sẽ xếp lớp dựa theo năng lực đầu vào của từng bạn. Em quan tâm ib chị hỗ trợ ngay nhé'}, {'name': 'Nguyễn Hồng Cường', 'content': 'ib thầy e nhé'}, {'name': 'Nguyễn Hồng Cường', 'content': '.'}]"
376,No link,Người tham gia ẩn danh,Thành viên,11 tháng 10,"Trường mình có good boy nào còn độc thân khum ạ >< Sắp tới mùa đông rùi e muốn có ngiuuu
( em là nữ năm nhất ạ)",No picture,"{'Thích': '1', 'Yêu thích': '1', 'Thương thương': '1', 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Trần Đại Nghĩa', 'content': 'Lê Khang và mình nhé 24sgt'}, {'name': 'Nguyễn Gia Huy', 'content': ''}]"
377,No link,Người tham gia ẩn danh,Thành viên,11 tháng 10,Tôi là nam cần 1 bạn nữ đi cf chụp hình chứ mấy tk bạn chụp xấu quá,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
378,No link,Người tham gia ẩn danh,Thành viên,11 tháng 10,"Bạn có biết là người khác đang học bài , mà mình chỉa mỏ dô , cười đùa , rất là zô duyên lun",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
379,No link,Người tham gia ẩn danh,Thành viên,11 tháng 10,"20/10 các bạn nữ thích gì tớ mua, các bạn trả xiền là được",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
380,No link,Người tham gia ẩn danh,Thành viên,11 tháng 10,Tsv Mới vào trường cần làm quen với tất cả bạn nữ trong trường mình,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
381,No link,Người tham gia ẩn danh,Thành viên,11 tháng 10,Cho mình hỏi hôm nay (11/10) chiều nay 12h30-15h có ai nhặt được thẻ giữ xe số 221 kh ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': 'Tác giả'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Sdt 0866779327, có gì mng liên hệ nhennnn'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Toà B3 nha ạ'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả'}]"
382,No link,Người tham gia ẩn danh,Thành viên,10 tháng 10,"Đúng là đời mà, lúc anh mới bước chân vào sg con này giúp đỡ đủ kiểu  đưa đi xem nhà, đưa xe cho đi quen đường để sau này còn tự đi được, sợ anh không có gì ăn nên nấu ăn cho anh ăn, đối tốt với anh vậy mà anh cho quả sừng đau thiệt chứ đúng là sự nuông chiều tạo ra kẻ vô ơn mà =)) t cũng không biết con bé kia nó trông chờ gì vào một thằng lừa dối t để đến với nó luôn á",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
383,No link,Người tham gia ẩn danh,Thành viên,10 tháng 10,Để được thợ săn hồng hài nhi chú ý phải làm thế nào các mình oi,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Anh Dương', 'content': 'Giàu và đẹp'}]"
384,No link,Người tham gia ẩn danh,Thành viên,10 tháng 10,Cảm ơn hai bạn nam hồi trưa dẫn xe ra dùm tui nha,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
385,No link,Người tham gia ẩn danh,Thành viên,10 tháng 10,Thay vì ra quán mua suất cơm 30k Tôi lựa chọn tự mua đồ về nấu hết 50k nhưng không ăn được và sau đó ra ngoài mua suất cơm 30k,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
386,No link,Người tham gia ẩn danh,Thành viên,10 tháng 10,Anh chị sinh viên gửi lời khuyên tới các em tân sinh viên mới vào trường,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thúy Anh Ngữ Iris', 'content': 'Lo học Tiếng Anh sớm đi mấy em. Đường nào ra trường cũng cần nè'}]"
387,No link,Người tham gia ẩn danh,Thành viên,10 tháng 10,Cho em xin trang page khoa giáo dục thể chất trường mình với ạ em cảm ơn,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
388,No link,Người tham gia ẩn danh,Thành viên,10 tháng 10,Cho e hỏi bảo hiêm y tế của trường mình khi nào cấp v ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
389,https://www.facebook.com/groups/1976889476160045/user/61558410909956/?__cft__[0]=AZW9fqevP60c5rAws7VKij3mK9SulEBcm2F8UqX1tlQ0qkkQ2uVJTDZ3M5P-c9F1GLob4E4FyY3YyCoayKv7HcxO1um46wJwQutakqftHTVDxF8I7NXEChh82-JvzVWPIpRvSQ2KxFx6bHiub1CleU2AejJPFyFhjlzsyfXjcrfartC4wxTCR0GA5Gx3pAHG_y2oqcq5piahLRpxs1sAEB3q&__tn__=-UC%2CP-R,Sinh Viên Sài Gòn Confessions,Quản trị viên,"Quản trị viên
   10 tháng 10","Chào mừng các thành viên mới!
NNhung Nhungg,
Hữu Nghĩa,
Dương Đình Quý,
Jimmy Võ,
Ly Na,
Andy Đinh,
Khánh Linh,
Thao My,
Trân,
Bui Nguyet Anh,
Thúy Ahnn Lê,
Vu Ngoc Linh,
Mỹ Duyên,
Minh Tâm,
Nguyễn Thị Yến Nhi,
Nguyễn Duy,
Le Tram Anh,
Giỏ Trái Cây,
Nguyễn Thị Phương Thảo,
Nguyễn Tình,
Trần Nhi,
Gia Linh,
Thuỳ Trang,
Nguyên Chương,
Dinge Culi,
Liên Đàn,
Trần Nhật Phú,
Nguyễn Thị Lan Vy,
Ngô Thị Bích Thu,
Nguyễn Văn Đường,
Tuấn Phông,
Hùng Đình,
Nguyễn Thị Mai Uyên,
Tuyết Nhung,
Giấy Dán Tường,
Duy Ivan,
Nguyễn Hữu Thái,
Thanh Huyen,
ゼ ロツー,
Thảo Thảo Gia Sư,
Siu Tuin,
Trần Oanh,
Lương Quang Đồng,
Kim Khuy,
Lê Đoàn Phi,
Thùy Linh,
Trâm Trần,
Mỹ Uyn,
Hồng Phượng,
Thuỷ Nguyễn,
Dwng Quynh,
Huỳnh Huy,
Quyn Quyn,
Đan Đỗ,
Nt Đan Nguyên,
Liêu Thanh Bạch,
Quỳnh Như,
Honganh Tran,
Trần Thị Cẩm Tú,
Ngọc Huyềnn,
Quế Phương Thảo,
Nguyễn Chiến,
Xuân Thảo,
Bảo Ngọc,
Nguyễn Thị Thu Trang,
Trang Thanh,
Trà My,
Kẹo Bông,
Long Đinh,
Nguyễn Thị Diễm Quỳnh,
Nghi Nghi,
Nguyễn Đăng Huy,
Đình Hiệp,
Diệu Lii,
Khang Lê,
Yến Ngọc,
Thúy Anh Ngữ Iris,
Nguyễn Thị Thanh Quý,
Quang Hiệp,
Nguyễn Hữu Phát,
Đinh Khánh My,
Nguyễn Uyên,
Thùy Diễm,
Diễm My,
Bạch Miu,
Đinh Loan,
Gà Rán PP 86 Lê Duẩn Đà Nẵng,
Nguyễn Thế Nam,
Thảo My,
Dương Như Hồng Lê,
Minh Dương,
Dung Lê,
Tuyết Nhi,
Lê Thái Ngọc Linh,
Quỳnh Anh Trần Nguyễn,
Nguyễn Trường Khánh,
Nguyễn Na,
Hoàng Hy,
Ánh Ngân,
Kim Lợi,
Lê Quang Hưng,
Nguyễn Minh,
Bao Tran,
Quỳnh Như,
Hồng Linh,
Huyền Trân,
Như Tùng Hoàng,
Minh Hoàng,
Trịnh Bảo Hân,
Kim Oanh,
Trương Thị Tóc Tiên,
Ng Thi Anh Tu,
Đặng Huyên,
Ngân Hà,
Cao Thị Thu Thủy,
Nguyễn Tiến Nhân,
Thái Quang Dũng,
Kiều Oanh,
Hoang Ngoc Xe Ri,
Huỳnh Thanh Sỹ,
Thanhh Hà,
Nguyễn Văn Mạnh,
NQ Quỳnh,
Thanh Tuấn,
Tính Lê,
Thùy Trangg,
Lê Thị Trà Giang,
Ni Ni,
Tuyết Trinh,
Đào Nguyễn Nguyên Lâm,
Ngô Hiệp,
Quoc Cao,
Dư Trần,
Le Kim Xuan,
Ngọc Nt,
Lê Thị Yến Nhi,
Phan Thị Hoài Nhi,
Hương Giang,
Bích Trâm,
Nguyễn Hoàng Tài,
Diệu Nì,
Trần Gia Bảo,
Nhi Minh,
Cường Trần,
Phương Anh Hoang,
Lương Nam,
Hieu Bao,
Lê Thành Đạt,
Lê Hiếu Bảo,
Trâm Gia Sư,
Hoàng Hải,
Trinhh Thủy,
Sỹ Nguyễn,
Võ Đức Trinh,
Thanh Nhàn,
Gia Hân,
Đỗ H. Thư,
Trần Khánh Linh,
Đỗ Thủy,
Linhh Giangg,
Tài Nguyễn Châu,
Thư Thư,
Hồng Nhung,
Thảo Nguyên,
Hue Nguyen,
Nguyễn Thị Thuý Vân,
Gia Bảo,
Nguyễn Xuân Bách,
Nguyen Hoang Trung Kien,
Bình An,
Nguyễn Mai Nhung,
Phan Thế Nhật,
Hoàng Phúc,
Đỗ Ngọc,
Trần An,
Mỳ Cay GangWon Hoàng Thị Loan,
Nguyệt Nga,
Thuỳ Linh,
Khoa Trọng,
Tú Anh,
Lương Khánh Linh,
Ngô Thái Quỳnh Giao,
Quỳnh Như,
Ngân Nguyễn,
Vũ Huyền,
Phạm Dung,
Kim Hân,
Chị Trinh Văn,
Nguyễn Thị Minh Xinh,
Hồng Diễm,
Yến Nhii,
Khánh Hà,
Mỹ Hânn,
Tú Thương,
Ngô Xuân Trường,
Nguyễn Nhật Oanh,
Trần Đức Cường,
Phuc Anh,
Ngân Hà Kim Vân,
Hương Phan,
Thùy Dung,
Thùy My,
Phạm Họa My,
Hằng Nguyễn,
Ca Phe,
Ngoc Minhh,
Khanh Linh,
Lê Anh Quyết,
T. Thảo,
Đông Hồ,
Trân Châu,
Hoàng Thư,
Kiều Như,
Nguyễn Lê Yến Nhi,
Hà Ngọc Hải,
Nguyễn Đạt,
Le Nguyen Duy Anh,
Phan Diệp Mĩ,
Nguyễn Thị Hằng,
Hoàng Hoài,
Hồng Chiến,
Thùy Dương,
Vĩnh Thanh Huyền,
Thanh Nhàn,
Phạm Thị Thùy Dương,
Nguyễn Hà Phươngg,
Lê Nguyễn Trà My,
Quang Danh,
Huyen Trang,
Thị Ly,
Thanh Trúc,
Thảo Chi,
Phạm Thanh Tình,
Thanh Nhật,
Quynh Truong,
Nguyễn Hạ My,
Thúy Hằng,
Lynh Kieu,
Thùy Dương,
Đình Chinh,
Thùy Dung,
You High,
Thơ Phạm,
Thanh Huỳnh,
Nguyễn Khánh Hưng,
Trần Duy Hải,
Nguyễn Huy,
Đặng Nguyên,
Xuân Mai,
Phương Thảo,
Phuong Anh,
Truong Diem Quynh,
Duy Nguyễn,
Mỹ Vân,
Trangg,
Ngọc Biển,
Hà Nguyệt Hằng,
Minhh Hiếuu,
Linh,
Lê Minh Ngọc,
Ngọc Diệp,
Lê Diệu Hằng,
Tram Anh,
Tran Duc Manh,
Lan Anh,
Kim Anh,
Mai Duyên,
Jenni Nguyen,
Sương Lê,
B. Đại,
Thơm,
Khá An,
Lê Thị Linh Chi,
Ng Hai,
Xuân Mai,
Thi Thơ,
Bảo Ngọc,
Bảo Nguyễn,
Lê Tố Uyên,
Thư,
Lê Tấn Quân,
Thanh Truc,
Diệu Munn,
Thúy,
Mắm Mắm,
Hồng Hồng,
Thảo Duyên,
Đoàn Công Bảo Hiếu,
Nguyễn Trọng Luật,
Hồng Loan,
Hải Linh,
Như Ý,
Ngọc Thành,
Thùy Linh,
Thu Sương,
Hoàng Diệu Nhi,
Phuong Anh,
Phuong Huynh,
Hoài Bão,
Như Uyên",{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/462467024_122146162010280363_606271872866360_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeH9p0pfyZPtFtFPEh3JZXLGExzmv8tQrt8THOa_y1Cu3-HN3OkONdzfyzHTWAZF59rnIwcoIbaFX2oNp5QNRRtC&_nc_ohc=Zlq_MCWf6MEQ7kNvgE_2CkU&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=APaSE1-s5qFvsM50YwccPxm&oh=00_AYDwr86z5wwHQtDBc-qx7CrxiM1yMjUbZ9j5B0qFRibsNQ&oe=673FC6CD'},"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
390,No link,Người tham gia ẩn danh,Thành viên,9 tháng 10,Em học bên bách khoa năm 1 có để ý thấy bạn Kiều Anh hình như học sư phạm toán cũng năm 1  cho em hỏi bạn ấy có người yêu chưa em muốn rủ bạn ấy đi xem phim ạ,No picture,"{'Thích': '7', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Trần Đại Nghĩa', 'content': 'Có rồi nhé'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Trần Đại Nghĩa dạ có rồi thì thôi ạ'}, {'name': 'Ngoc Han', 'content': 'Trang Vũ nay ẻm mặc quần hồng hay s á'}, {'name': 'Trang Vũ', 'content': 'Ngoc Han thời tới cành cản hong kịp'}]"
391,No link,Người tham gia ẩn danh,Thành viên,9 tháng 10,Cảm giác đi làm thêm 12h đêm mới về đến trọ lủi thủi đá chén cơm rồi đi ngủ nó tủi thân vcl,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
392,No link,Người tham gia ẩn danh,Thành viên,9 tháng 10,Trường mình có ai là Wibu ko ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
393,No link,Người tham gia ẩn danh,Thành viên,9 tháng 10,Thảo ơi là Thảo nhìn cũng dt đẹp gái mà sao lại đi cắm sừng ngta v Thảo,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': '1', 'Buồn': 0, 'Phẫn nộ': 0}",No comment
394,No link,Người tham gia ẩn danh,Thành viên,9 tháng 10,Em muốn kb với các anh chị trong trường ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thúy Anh Ngữ Iris', 'content': 'Kết bạn với chị đi nè'}]"
395,No link,Người tham gia ẩn danh,Thành viên,9 tháng 10,Mưa như này thì trường có cho nghỉ kh ạ =))?,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
396,No link,Người tham gia ẩn danh,Thành viên,9 tháng 10,thứ 2 ngày 7/10 em có để quên cục sạc iphone trên sân cầu lông trường mình. Ai nhặt đc cho em xin lại với ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
397,No link,Người tham gia ẩn danh,Thành viên,8 tháng 10,Lúc nảy em đá bóng ở sân sư phạm chị nào kêu số 28 ơi thả tim để em trả lời với,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
398,No link,Người tham gia ẩn danh,Thành viên,8 tháng 10,"Bị bạn cùng phòng bóp ch×× trong đêm khuya. Thật sự quá là omg, đang ngủ mà giật cả mình, xong mình hỏi làm gì vậy cha thì nó nói tiếng nước gì á mình ko có hiểu omg, chắc là đang mộng du cái gì đó.",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
399,No link,Người tham gia ẩn danh,Thành viên,8 tháng 10,"Tự nhiên iu trường quá, mới học được gần 1 tháng vớ được ng iu qá xá đã vậy là đã hết ế",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}",No comment
400,No link,Người tham gia ẩn danh,Thành viên,8 tháng 10,"Một trải nghiệm tôi đã trải qua năm nhất
Top 1 :
BẠN CÙNG LỚP LỪA VÀO ĐA CẤP",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
401,No link,Người tham gia ẩn danh,Thành viên,8 tháng 10,em 2006 cần tìm 1 cô ngyeu hợp mindset ạ để mùa noel ko noem,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
402,No link,Người tham gia ẩn danh,Thành viên,8 tháng 10,"sáng nay em có làm rớt 1 thẻ xe như hình, số 1912 ở khu vực để xe phía trong cùng. ai có nhặt được thì cho em xin lại với ạ ","{0: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/461989882_1212852669929082_3511189143271878828_n.jpg?stp=dst-jpg_p526x296&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGoJuKCcHTFylp9oc22G_JJS19DgE0oe5NLX0OATSh7k_8N03keAOe-QPgesdo0-iu3uX6f01Oaqv8Ct-cd02Wz&_nc_ohc=pZNCCfzSnUUQ7kNvgEulcX3&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=ALqtNUSJF2ZhigeOzeieXjA&oh=00_AYCA75tVPHYn0CCwusY8i2lRMJpU-rb4qhY1XEmJ66NPHw&oe=673F9530', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t40/1/16/1f62d.png'}","{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
403,No link,Người tham gia ẩn danh,Thành viên,7 tháng 10,"Dạ em chào mn, mn ơi cho em hỏi làm sao để xin dc giấy xác nhận sv ạ, em đã làm theo hướng dẫn nhưng mà kh dc á",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
404,No link,Người tham gia ẩn danh,Thành viên,7 tháng 10,Tân sinh viên đi học lần đầu bị trộm áo mưa. Thì ra sv sư phạm cũng ăn trộm như người thường. Ba mẹ cho tiền đóng học phí đi học mà không có tiền mua áo mưa hay sao mà đi ăn trộm của người ta vậy ạ. Bạn không có áo mưa về sẽ bị ướt vậy người bị bạn ăn trộm thì sao??? Ý thức vậy mà học sư phạm uổng tiền quá ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
405,No link,Người tham gia ẩn danh,Thành viên,7 tháng 10,Topic thả ảnh của trường mình vào đây để ngắm,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
406,No link,Người tham gia ẩn danh,Thành viên,7 tháng 10,E tsv xin tip tán các chị khoá trên ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Trần Đại Nghĩa', 'content': 'Võ Minh Nhật Hoài Hưng Lê Khang chắc bài ni của anh tùng tuyển quá'}, {'name': 'Nguyên Khang', 'content': 'Nguyên Khang Trần Đại Nghĩa rõ ràng quá r'}, {'name': 'Trần Đại Nghĩa', 'content': 'Lê Khang cỡ ni'}, {'name': 'Công Sơn', 'content': 'Phải thật giàu và đẹp trai'}]"
407,No link,Người tham gia ẩn danh,Thành viên,7 tháng 10,trường mình học mấy tuần quân sự vậy ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
408,No link,Người tham gia ẩn danh,Thành viên,7 tháng 10,Trường mình có CLB tình nguyện kh ạ,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
409,No link,Người tham gia ẩn danh,Thành viên,7 tháng 10,E đi học bằng ô tô thì đỗ xe ở đâu ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
410,No link,Người tham gia ẩn danh,Thành viên,7 tháng 10,trên xe mình có chiếc mũ mình cầm về ktx bạn nào mất ib nhaaaaa,{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/462186401_534436329545783_4706621085089343055_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEgTw1zbAFFBjdeeFBo6kcJqg8MU39i0BiqDwxTf2LQGJwQSHwYd48bjpvq8TmIw55R5eZG2qQTd29_yROOg8J9&_nc_ohc=Dzn38xD_e58Q7kNvgGo1Lz6&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AxNaiP0N-qdkOlAWlzIxbvs&oh=00_AYCfJUTIttjRGnE51OFheu3GrTRJnveFi_kccI0z2qk31A&oe=673FA953'},"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thuỳ Linh', 'content': 'Dạ của em ạ\nCho em xin thông tin em liên hệ với vì ẩn danh em kh nt đc ạa'}]"
411,No link,Người tham gia ẩn danh,Thành viên,7 tháng 10,"mọi người ơi cho em hỏi ai ng đà nẵng có quen biết rộng vs các ac khoá trên không ạ nếu có thì chấm cho em hỏi vài chuyện với ạ , ai ở khu vực quận liên chiểu càng tốt ạ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
412,https://www.facebook.com/groups/1976889476160045/user/100029752460870/?__cft__[0]=AZVtrqKhhl3Q9yYm80D6eiQHGMgErrBBEHsTmt4XlFHA-8jVT9S3FrNmNdi6PAQeXud_KMyn98yID1lhvR2qYdyoYylQZg-OPpY3Zn9iDVaBuQXjam9uORNvVFH9cM__bXwfoVBneXNwoh7WB-ez1wIG9XhmJhKMDMlY_E2viX-rwM9FhxfSAKCqeabbeQ0Now0jG0SqifV9TcIUKQvDj0yt&__tn__=-UC%2CP-R,Lê Thành Đạt,Thành viên,6 tháng 10,"Khoảng 10h sáng hôm nay em có lạc bé chó như ảnh ạ
Bé đi lạc quanh khu vực SAU LƯNG ĐH SƯ PHẠM
Hiện ai có thấy hay giữ bé em xin chuộc lại và hậu tạ
Cảm ơn đã xem bài","{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/462181974_1290094125325657_2181497888582797811_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeFa6YSe7-B0g7aqEjgUex6b1UBi2vBEkHTVQGLa8ESQdNBUK9LfI6X54ZXXf1jCkB5oTiw7Pm-xLZtKwlI_zj0C&_nc_ohc=_XIyQ8FFFSIQ7kNvgFN9dyM&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AxNaiP0N-qdkOlAWlzIxbvs&oh=00_AYBMBptJJZnLpnAjCn3eoU5z074WrZH9k9uXiVmsw5bpLQ&oe=673FB525', 1: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/462298323_1290094141992322_4926484666953167830_n.jpg?stp=dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeH5TQBdrZFZ_7-ywoDKiHuZ_wvV1NmUgfP_C9XU2ZSB88pOsaHDMC6rqLHWe94gezqIYM3gTmMjHlTYXuhb9CIy&_nc_ohc=6flr0wVM0nQQ7kNvgG-1mTA&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AxNaiP0N-qdkOlAWlzIxbvs&oh=00_AYCwc1ANkpSyPNW7SVd8UZsJONY3nTtKPLNGIPdxtxbsYQ&oe=673FC630'}","{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
